evidence_id,org_id,parent_type,parent_id,filename,checksum,gps_lat,gps_lon,timestamp,uploader_id,classification,has_local_image
EVID-0122,ORG-0002,inspection,INSP-0122,note_evid-0122.txt,d01987dbaed6a21cb682fd940f947cc8053bf6c85f5edc0e6db96e361d8753fc,-33.3877,25.4400,2026-06-16T14:00:00Z,USER-0002,note,N
EVID-0123,ORG-0003,inspection,INSP-0123,note_evid-0123.txt,aa27bd7c4937412cd8062616fcde4dad42fc4e0be1b5886d1b7ecfeae2d4492c,-33.3754,25.4511,2026-06-16T17:00:00Z,USER-0003,note,N
EVID-0124,ORG-0004,inspection,INSP-0124,note_evid-0124.txt,2aafe91715373877cd5c7790d0ad4bb132b2388b7a24c779790b5a517fda19d9,-33.3631,25.4511,2026-06-16T20:00:00Z,USER-0004,note,N
EVID-0125,ORG-0005,incident,INC-0005,note_evid-0125.txt,8136f47c1faf376822dc4e692063cd70dff6d1e71888abd0806878406903f440,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0126,ORG-0001,inspection,INSP-0126,note_evid-0126.txt,4e59e01ecf51d7fd217069b047dca73278e42ecf195c33dd79b59d28457ce93c,-33.3385,25.4622,2026-06-17T02:00:00Z,USER-0006,note,N
EVID-0127,ORG-0002,inspection,INSP-0127,note_evid-0127.txt,b08fdb1198540333d406eaef5e7b6f5e4fab1b845ec11692d29acb9222be7d7c,-33.3262,25.4733,2026-06-17T05:00:00Z,USER-0007,note,N
EVID-0128,ORG-0003,inspection,INSP-0128,note_evid-0128.txt,de3ad019cc087791fc5da96556942f008e84bfcebda4662fa5fa5bc4318582d3,-33.3139,25.4733,2026-06-17T08:00:00Z,USER-0008,note,N
EVID-0129,ORG-0004,inspection,INSP-0129,note_evid-0129.txt,540867ac645f6767b995b887b20ccf3d9f94a90020a2db225395b3a6b4257981,-33.3016,25.4844,2026-06-17T11:00:00Z,USER-0009,note,N
EVID-0130,ORG-0005,incident,INC-0010,note_evid-0130.txt,d1dc59aea72fbdcf0505b0d4e8815563a1aa2afb5f12a85060e9296be9d75204,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0131,ORG-0001,inspection,INSP-0131,note_evid-0131.txt,3d1eb7694aa87705e330d8513e01a61248f041e0281d7958fffc0411ef2a88df,-33.4000,25.4955,2026-06-17T17:00:00Z,USER-0011,note,N
EVID-0132,ORG-0002,inspection,INSP-0132,note_evid-0132.txt,8069cdc5fb9b538b255c1e802e6e976caf5b8054192d0a1bf9b7f6fed63d46b2,-33.3877,25.4955,2026-06-17T20:00:00Z,USER-0012,note,N
EVID-0133,ORG-0003,inspection,INSP-0133,note_evid-0133.txt,0269baa179548ce8b2cc4120b19bd318c440606ca03f4cba37b9f29cb343161a,-33.3754,25.5066,2026-06-17T23:00:00Z,USER-0013,note,N
EVID-0134,ORG-0004,inspection,INSP-0134,note_evid-0134.txt,09d67ddf3699b0642cc7a00232fbeacf6798143c6eac28654aaf7a37ed9daf62,-33.3631,25.5066,2026-06-18T02:00:00Z,USER-0014,note,N
EVID-0135,ORG-0005,incident,INC-0015,note_evid-0135.txt,870edab2249a8d2e000d0b89b8833722e802f548142d37d5f92120df65fc4a1a,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0136,ORG-0001,inspection,INSP-0136,note_evid-0136.txt,95d4a52d8df8e3439ea052ef9cdfd99e5f31689bff8d7c4dc3da67db36c23816,-33.3385,25.5177,2026-06-18T08:00:00Z,USER-0016,note,N
EVID-0137,ORG-0002,inspection,INSP-0137,note_evid-0137.txt,d8d3615157783f284e41291da315daec3d5f8c2e2ca60f0de3bdc4a6153c2d6f,-33.3262,25.5288,2026-06-18T11:00:00Z,USER-0017,note,N
EVID-0138,ORG-0003,inspection,INSP-0138,note_evid-0138.txt,e426a2601d1bb1b2b43f9fa4dc7faa308884f7adcb0baa99210ec43d26ce2013,-33.3139,25.5288,2026-06-18T14:00:00Z,USER-0018,note,N
EVID-0139,ORG-0004,inspection,INSP-0139,note_evid-0139.txt,6f10ed9b9a357c78132e9bb4148af264e31b5cdf743081b4cc2d2332bf9a5516,-33.3016,25.5399,2026-06-18T17:00:00Z,USER-0019,note,N
EVID-0140,ORG-0005,incident,INC-0020,note_evid-0140.txt,88c871887e3fa0bfde3b7fadc822457abfe30511e4cd69575376b5d83472342e,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0141,ORG-0001,inspection,INSP-0141,note_evid-0141.txt,6f228c6417fd710da64d100a839661f3e6ce7499674fb935082e1a1bc84cd2af,-33.4000,25.4400,2026-06-18T23:00:00Z,USER-0001,note,N
EVID-0142,ORG-0002,inspection,INSP-0142,note_evid-0142.txt,fdb346ff4a3c511dd9e2500bf7e2f0706d8ea349b904a15f6428fd09b0081388,-33.3877,25.4400,2026-06-19T02:00:00Z,USER-0002,note,N
EVID-0143,ORG-0003,inspection,INSP-0143,note_evid-0143.txt,41616b186cb44492d48e8ec375673ede8f30cd77ddbd81f1aeb8c188c0b7761b,-33.3754,25.4511,2026-06-19T05:00:00Z,USER-0003,note,N
EVID-0144,ORG-0004,inspection,INSP-0144,note_evid-0144.txt,b6597c4f896c417353439a7d37293c391ea689a097b811686272fe449ada7e57,-33.3631,25.4511,2026-06-19T08:00:00Z,USER-0004,note,N
EVID-0145,ORG-0005,incident,INC-0025,note_evid-0145.txt,114169afb6b540c1f54785d1062cf5c46177d36a92272d889ac25dcf95270dd8,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0146,ORG-0001,inspection,INSP-0146,note_evid-0146.txt,2f558b30ec439bfe1b27ebbdd2a086086efb21335a856a76079055049006f1cd,-33.3385,25.4622,2026-06-19T14:00:00Z,USER-0006,note,N
EVID-0147,ORG-0002,inspection,INSP-0147,note_evid-0147.txt,f2fccafa4fffd7025427a8ddb4a8b6608f75f944dd7a006f9b11539dffd73a15,-33.3262,25.4733,2026-06-19T17:00:00Z,USER-0007,note,N
EVID-0148,ORG-0003,inspection,INSP-0148,note_evid-0148.txt,1b273e2e5c9360d2a899c49c4b482daf44365f9a89101cbcd8d78fd812a55fa1,-33.3139,25.4733,2026-06-19T20:00:00Z,USER-0008,note,N
EVID-0149,ORG-0004,inspection,INSP-0149,note_evid-0149.txt,45672e9428ed3e7ef1f7175302eff70a45143b8cb1dca63e23a3d9cf434e28a9,-33.3016,25.4844,2026-06-19T23:00:00Z,USER-0009,note,N
EVID-0150,ORG-0005,incident,INC-0030,note_evid-0150.txt,8b93cbbddb568ab8ac9572bf4933cbc8ca2d79a9d20a9e1366789bd43aa497f4,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0151,ORG-0001,inspection,INSP-0151,note_evid-0151.txt,a8fa07ea1032f4490a0297f42612f00a45178fcd25259f5a9538a0d74e977593,-33.4000,25.4400,2026-06-20T05:00:00Z,USER-0011,note,N
EVID-0152,ORG-0002,inspection,INSP-0152,note_evid-0152.txt,85e1a2a1a8b96aff97c193ffee72b2717f7aa4aeaa9c910f0c3e672788e2ac98,-33.3877,25.4400,2026-06-20T08:00:00Z,USER-0012,note,N
EVID-0153,ORG-0003,inspection,INSP-0153,note_evid-0153.txt,cc624e3ac5955003cd0293ed44e5d30883a6f6b934c83ad4f0010a6228330582,-33.3754,25.4511,2026-06-20T11:00:00Z,USER-0013,note,N
EVID-0154,ORG-0004,inspection,INSP-0154,note_evid-0154.txt,544770b0a27c53204c9f9b2f0afbaf3d5fb8a7e41b61bbe3bbffed6e9741dbed,-33.3631,25.4511,2026-06-20T14:00:00Z,USER-0014,note,N
EVID-0155,ORG-0005,incident,INC-0005,note_evid-0155.txt,6316c27b8a5596586667c05c75f1cd7d6ab90cf8ed436e1fcb54a80c7d3054ff,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0156,ORG-0001,inspection,INSP-0156,note_evid-0156.txt,ca75e3c93cdfdfff0300f74e3c950f32c5f100862b1d9912e0af663b88606883,-33.3385,25.4622,2026-06-20T20:00:00Z,USER-0016,note,N
EVID-0157,ORG-0002,inspection,INSP-0157,note_evid-0157.txt,ceb28af294e98ced02c8e26a432a5d83f99cd0174f24c445120da3685dd7c2bc,-33.3262,25.4733,2026-06-20T23:00:00Z,USER-0017,note,N
EVID-0158,ORG-0003,inspection,INSP-0158,note_evid-0158.txt,3161a265520712de5e34bb29e050acfc18c9a6512f514dada9af0e16b53459ad,-33.3139,25.4733,2026-06-21T02:00:00Z,USER-0018,note,N
EVID-0159,ORG-0004,inspection,INSP-0159,note_evid-0159.txt,340aa60cb77e7a9b7a4d1c71ed88ae2528897daa73bfc0f7a2e0e94362e0161d,-33.3016,25.4844,2026-06-21T05:00:00Z,USER-0019,note,N
EVID-0160,ORG-0005,incident,INC-0010,note_evid-0160.txt,904a46e56cceacdbf500abaae45e9921a6e1bc8faca6f1bf9b3d337a657f8293,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0161,ORG-0001,inspection,INSP-0161,note_evid-0161.txt,274dab3e1bce31ad6ab64a275e9651d5e7a18f2c0af0d733208efe54063e7b8b,-33.4000,25.4955,2026-06-21T11:00:00Z,USER-0001,note,N
EVID-0162,ORG-0002,inspection,INSP-0162,note_evid-0162.txt,187c8f61beb123fd8670d0f8104c072ac6e01a84910bf5bbfcc8d220a8419415,-33.3877,25.4955,2026-06-21T14:00:00Z,USER-0002,note,N
EVID-0163,ORG-0003,inspection,INSP-0163,note_evid-0163.txt,a6bfcdcef70f46b654c3ea7cc615ab91e39ac27d4110ed761446225cca57a506,-33.3754,25.5066,2026-06-21T17:00:00Z,USER-0003,note,N
EVID-0164,ORG-0004,inspection,INSP-0164,note_evid-0164.txt,301079da3292ab3a56d52360df4db735fc384be68790776ec6e96c5b2a5ea6af,-33.3631,25.5066,2026-06-21T20:00:00Z,USER-0004,note,N
EVID-0165,ORG-0005,incident,INC-0015,note_evid-0165.txt,46d024bc82da9515e33e11134c6d9b1adedd19be81ad6c5929b8d5474ba42156,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0166,ORG-0001,inspection,INSP-0166,note_evid-0166.txt,b8cd5f86a114e767bbf263fd9370c744e915e3fca4363978379fd07683658568,-33.3385,25.5177,2026-06-22T02:00:00Z,USER-0006,note,N
EVID-0167,ORG-0002,inspection,INSP-0167,note_evid-0167.txt,6ff9fa9badb9de14e5f65d218fa6c56f0d5356d8ccb21cf3a38fd0c730ad9a72,-33.3262,25.5288,2026-06-22T05:00:00Z,USER-0007,note,N
EVID-0168,ORG-0003,inspection,INSP-0168,note_evid-0168.txt,aeedb44fe4b90203ac23bf0ff737ac97e3e5de663885fe5781c7539a4c7181fe,-33.3139,25.5288,2026-06-22T08:00:00Z,USER-0008,note,N
EVID-0169,ORG-0004,inspection,INSP-0169,note_evid-0169.txt,ac6793c0befd7d5b7999a08e1e46c39ada67cf99631d0d0e9eb29403023ab82f,-33.3016,25.5399,2026-06-22T11:00:00Z,USER-0009,note,N
EVID-0170,ORG-0005,incident,INC-0020,note_evid-0170.txt,5d0eac91506f99b3d85e1135ed87209ca4eaeabe5827b12ecc72d641f62764fe,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0171,ORG-0001,inspection,INSP-0171,note_evid-0171.txt,8e644020e275abcd02e5f72b006be8c4ef2e409bc2740fd27d6ed61c1d4a6b6d,-33.4000,25.4400,2026-06-22T17:00:00Z,USER-0011,note,N
EVID-0172,ORG-0002,inspection,INSP-0172,note_evid-0172.txt,60e87d7f7c2e3f56c1b9fc1929464fdd2263c6e5f22d1ced61aa8cbe04621b46,-33.3877,25.4400,2026-06-22T20:00:00Z,USER-0012,note,N
EVID-0173,ORG-0003,inspection,INSP-0173,note_evid-0173.txt,493024f1bdd337faf4cbfa936887d43686444b95bfaebafa0fa70bf71564332e,-33.3754,25.4511,2026-06-22T23:00:00Z,USER-0013,note,N
EVID-0174,ORG-0004,inspection,INSP-0174,note_evid-0174.txt,a2ea3adcd3f4d4456912aa7410f32c338fe7e359826d3c9166848a55453fb63c,-33.3631,25.4511,2026-06-23T02:00:00Z,USER-0014,note,N
EVID-0175,ORG-0005,incident,INC-0025,note_evid-0175.txt,f618e7710bafc289c63a1f84e9f7bbf9adb8d6e8266592fe7d5642b3804e7a2c,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0176,ORG-0001,inspection,INSP-0176,note_evid-0176.txt,4ba539058a5ac75ccb539920a7e5fafd931d4f43cbeb460e765a8d74babad1a8,-33.3385,25.4622,2026-06-23T08:00:00Z,USER-0016,note,N
EVID-0177,ORG-0002,inspection,INSP-0177,note_evid-0177.txt,568f2baca7dd8397b7d9279fbda92caa9d4987f55d32f0b6ba1f34565ae5d10f,-33.3262,25.4733,2026-06-23T11:00:00Z,USER-0017,note,N
EVID-0178,ORG-0003,inspection,INSP-0178,note_evid-0178.txt,e8d7abe321c19084d7f756be6f5e403157de4bd08b4fd139891c2eba24c89aa7,-33.3139,25.4733,2026-06-23T14:00:00Z,USER-0018,note,N
EVID-0179,ORG-0004,inspection,INSP-0179,note_evid-0179.txt,3d3b1cf6059339057794d7273f2fcceb51d80e07d8e523d6c79297d9512404d1,-33.3016,25.4844,2026-06-23T17:00:00Z,USER-0019,note,N
EVID-0180,ORG-0005,incident,INC-0030,note_evid-0180.txt,9055b218e8a363cc87700fba38e686c5e485b91bf996122696969f096656b7f3,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0181,ORG-0001,inspection,INSP-0181,note_evid-0181.txt,399ae20b412f07d3cd282770d2c9f67ee727eda3dc7389e1da721e069ef66313,-33.4000,25.4955,2026-06-23T23:00:00Z,USER-0001,note,N
EVID-0182,ORG-0002,inspection,INSP-0182,note_evid-0182.txt,33d28ee6776a83530c94ede4dd418a6eb48dcdb3f232b242dbaf04885ed2e48a,-33.3877,25.4955,2026-06-24T02:00:00Z,USER-0002,note,N
EVID-0183,ORG-0003,inspection,INSP-0183,note_evid-0183.txt,e350ebd98417391cfb5496c41b82dc9da607b5273d8eb07c61e5b9782af01f55,-33.3754,25.5066,2026-06-24T05:00:00Z,USER-0003,note,N
EVID-0184,ORG-0004,inspection,INSP-0184,note_evid-0184.txt,d06134a9d75b2a06d33ecc1f15ecdd7dbbdf2f34fc1b3d594a4fe7505899536b,-33.3631,25.5066,2026-06-24T08:00:00Z,USER-0004,note,N
EVID-0185,ORG-0005,incident,INC-0005,note_evid-0185.txt,9a3c72554ab7d6ce77bf310b82a4a0c1b518337fe81085775c4b75b3397960f1,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0186,ORG-0001,inspection,INSP-0186,note_evid-0186.txt,3a62648202284ea9f77644c3e0eb7675860722fb031a5b516dbb996725282bd7,-33.3385,25.5177,2026-06-24T14:00:00Z,USER-0006,note,N
EVID-0187,ORG-0002,inspection,INSP-0187,note_evid-0187.txt,55564ac5b19a59f642a871dad4b373fb8135ce303cf606b23aec6f3bc12157f9,-33.3262,25.5288,2026-06-24T17:00:00Z,USER-0007,note,N
EVID-0188,ORG-0003,inspection,INSP-0188,note_evid-0188.txt,f8bf077d9edb0f5b14c09f436d7e9460405e5ad4bf837fcd47981d266c283744,-33.3139,25.5288,2026-06-24T20:00:00Z,USER-0008,note,N
EVID-0189,ORG-0004,inspection,INSP-0189,note_evid-0189.txt,dbdf7de4a725556f4b66f348ac8d5dfb8089d62460f954d2cc8e1b7a9e10fa7d,-33.3016,25.5399,2026-06-24T23:00:00Z,USER-0009,note,N
EVID-0190,ORG-0005,incident,INC-0010,note_evid-0190.txt,40b07dadc3987dd724d99f94cca07fbac8f08562d8dd0177a2361e30789b2459,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0191,ORG-0001,inspection,INSP-0191,note_evid-0191.txt,b8d6981533d51cbd42bb78bb1450d51dff0a73fbdd2050ec03c2a0daf9e11c98,-33.4000,25.4400,2026-06-25T05:00:00Z,USER-0011,note,N
EVID-0192,ORG-0002,inspection,INSP-0192,note_evid-0192.txt,f26325b4ec8918fac7589eb871ea9d737d362277b45a00bc4d785cf28e22f403,-33.3877,25.4400,2026-06-25T08:00:00Z,USER-0012,note,N
EVID-0193,ORG-0003,inspection,INSP-0193,note_evid-0193.txt,8ead8d40dd1c091dfd7a49420d57497dba3edcba63ce24152d5a525041e89015,-33.3754,25.4511,2026-06-25T11:00:00Z,USER-0013,note,N
EVID-0194,ORG-0004,inspection,INSP-0194,note_evid-0194.txt,660897eb50f57b541fca8b3c990019420082533f430f45599471e8a544b47403,-33.3631,25.4511,2026-06-25T14:00:00Z,USER-0014,note,N
EVID-0195,ORG-0005,incident,INC-0015,note_evid-0195.txt,0835e57a95ab67d5202ff600beb551ee4667d6d3649902039cd8746894a24deb,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0196,ORG-0001,inspection,INSP-0196,note_evid-0196.txt,95c25399336c47356d66e62145e63185029c649a5a4b1fa9a55e9d9c3e54fc50,-33.3385,25.4622,2026-06-25T20:00:00Z,USER-0016,note,N
EVID-0197,ORG-0002,inspection,INSP-0197,note_evid-0197.txt,88ed8fda5fd58dd7af1ce535383e359caaef9b0981d60275171bcb481df514f0,-33.3262,25.4733,2026-06-25T23:00:00Z,USER-0017,note,N
EVID-0198,ORG-0003,inspection,INSP-0198,note_evid-0198.txt,bed2d45e4d31df85d02be5c3e4ddbfe8c00bba017378cb7b7bae03c45d0e9840,-33.3139,25.4733,2026-06-26T02:00:00Z,USER-0018,note,N
EVID-0199,ORG-0004,inspection,INSP-0199,note_evid-0199.txt,2105f53b23d408b6b2b4103e702ff6c48bf7f40f173a354159e76bb0c71bd57f,-33.3016,25.4844,2026-06-26T05:00:00Z,USER-0019,note,N
EVID-0200,ORG-0005,incident,INC-0020,note_evid-0200.txt,ac74d04e614037847b7cbee282a41f5d08e2cea0c4634edeec49992bd7b47975,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0201,ORG-0001,inspection,INSP-0001,note_evid-0201.txt,cf115edd0f09a798a9c4e5ab39f9db8cd9117a1dbb76cca7a031309bb065108f,-33.4000,25.4400,2026-06-01T11:00:00Z,USER-0001,note,N
EVID-0202,ORG-0002,inspection,INSP-0002,note_evid-0202.txt,9d4d3c5c7a6fb5398c21770d948335051097601d9fe30c1fc07790840bf271fd,-33.3877,25.4400,2026-06-01T14:00:00Z,USER-0002,note,N
EVID-0203,ORG-0003,inspection,INSP-0003,note_evid-0203.txt,1ed965892eb63bb9b3de4377ba58a4c4495ed896c399f92b0687382e7fe29358,-33.3754,25.4511,2026-06-01T17:00:00Z,USER-0003,note,N
EVID-0204,ORG-0004,inspection,INSP-0004,note_evid-0204.txt,944a3b1a84fee564729f6573ca1b9c7d178a2d7f1d2aa879844ae319e7d331a8,-33.3631,25.4511,2026-06-01T20:00:00Z,USER-0004,note,N
EVID-0205,ORG-0005,incident,INC-0025,note_evid-0205.txt,dcfb5c418b9b8234dab487ad5f092a2378e61c33610cfa363215a336f8998bda,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0206,ORG-0001,inspection,INSP-0006,note_evid-0206.txt,c02da9bc6884d7e051d45993f7946e0e0191b02eb2240cf1a5c97371ae52b0d4,-33.3385,25.4622,2026-06-02T02:00:00Z,USER-0006,note,N
EVID-0207,ORG-0002,inspection,INSP-0007,note_evid-0207.txt,bca62e2f21c0d2f112ff4772fa2ba0997630092882985120d2e2911cbc3fc18f,-33.3262,25.4733,2026-06-02T05:00:00Z,USER-0007,note,N
EVID-0208,ORG-0003,inspection,INSP-0008,note_evid-0208.txt,03f8df09ebef5cc1e6709c09cb410d871f29f55472a4e3b6209c200cadc41c4b,-33.3139,25.4733,2026-06-02T08:00:00Z,USER-0008,note,N
EVID-0209,ORG-0004,inspection,INSP-0009,note_evid-0209.txt,5f1af204e26cb8f1fedcce1cb0905bbc5ce2fd8f67bfbe90bb36c2f2d6917139,-33.3016,25.4844,2026-06-02T11:00:00Z,USER-0009,note,N
EVID-0210,ORG-0005,incident,INC-0030,note_evid-0210.txt,e45738eea6f6e9a3484cef34f096ff89965171c5c407ddbacaf9b4fa6bdf6c08,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0211,ORG-0001,inspection,INSP-0011,note_evid-0211.txt,a1edc45c83ee7d209e21daefec268f34d7e4ae0786cd40b0ad257c25bc5d5e5b,-33.4000,25.4955,2026-06-02T17:00:00Z,USER-0011,note,N
EVID-0212,ORG-0002,inspection,INSP-0012,note_evid-0212.txt,b6eb8cad9afd2dbc3c92dc5eeceeaa1d70227ba6047fd96d2e392eb6a20a67bb,-33.3877,25.4955,2026-06-02T20:00:00Z,USER-0012,note,N
EVID-0213,ORG-0003,inspection,INSP-0013,note_evid-0213.txt,193f3e8156514dff00fb590b386a2be4c777dd05e99bf28b65d72d83ce558b25,-33.3754,25.5066,2026-06-02T23:00:00Z,USER-0013,note,N
EVID-0214,ORG-0004,inspection,INSP-0014,note_evid-0214.txt,33cfc072608767edeedd2ddbd8f6297cb5fc22e3ca0482da9a5e24bf384b864d,-33.3631,25.5066,2026-06-03T02:00:00Z,USER-0014,note,N
EVID-0215,ORG-0005,incident,INC-0005,note_evid-0215.txt,e480ff2785f14a88a13f4d3fa198e8d631d0b734000fbdb7e234694cca5f977e,-33.3508,25.4622,2026-07-06T09:00:00Z,USER-0005,note,N
EVID-0216,ORG-0001,inspection,INSP-0016,note_evid-0216.txt,3a27863117c2a1ec68199d33925c76f644ce2e856e7aed7ca25035aafba7842b,-33.3385,25.5177,2026-06-03T08:00:00Z,USER-0016,note,N
EVID-0217,ORG-0002,inspection,INSP-0017,note_evid-0217.txt,55c23de05c4d0972429cd5e86944f98a60b4443188a825cfb63055d8fb252ad0,-33.3262,25.5288,2026-06-03T11:00:00Z,USER-0017,note,N
EVID-0218,ORG-0003,inspection,INSP-0018,note_evid-0218.txt,64800a48de80711469f6592f53ecb48206c01d2b2f36e36f05bc6bd6c4f90077,-33.3139,25.5288,2026-06-03T14:00:00Z,USER-0018,note,N
EVID-0219,ORG-0004,inspection,INSP-0019,note_evid-0219.txt,1f0738e24fe524cf2ab9d974c09c19cad55c912c2f21c82807fa3748a56ffd5a,-33.3016,25.5399,2026-06-03T17:00:00Z,USER-0019,note,N
EVID-0220,ORG-0005,incident,INC-0010,note_evid-0220.txt,eae82891e41b0f301cf7cf88368ae94505439513887d5909e2e5b9650e7b6eae,-33.2893,25.4844,2026-07-11T09:00:00Z,USER-0010,note,N
EVID-0221,ORG-0001,inspection,INSP-0021,note_evid-0221.txt,83d853d0699866262a12694ed30c12f0410db0a349d609e0d5f0c311549a012b,-33.4000,25.4400,2026-06-03T23:00:00Z,USER-0001,note,N
EVID-0222,ORG-0002,inspection,INSP-0022,note_evid-0222.txt,5b258dddc8fba078c363c239833ec9788d8e0b3a7d8db2cdf1c6d632bb624710,-33.3877,25.4400,2026-06-04T02:00:00Z,USER-0002,note,N
EVID-0223,ORG-0003,inspection,INSP-0023,note_evid-0223.txt,7e07647e74d870bb2aece1db69b7ee4f548b026232d2553ebca805a562ba74f3,-33.3754,25.4511,2026-06-04T05:00:00Z,USER-0003,note,N
EVID-0224,ORG-0004,inspection,INSP-0024,note_evid-0224.txt,44152a169087ae92f6d13f2050502db11fd0ffd36899d2268966aedb1bf28239,-33.3631,25.4511,2026-06-04T08:00:00Z,USER-0004,note,N
EVID-0225,ORG-0005,incident,INC-0015,note_evid-0225.txt,9e271a601caa0988f436412d82c0a66e71f1f78950d941da05b4db100021497b,-33.3508,25.5177,2026-07-16T09:00:00Z,USER-0015,note,N
EVID-0226,ORG-0001,inspection,INSP-0026,note_evid-0226.txt,4d009a8f76fc272b7c4e50b8b16afcd6098b191c0805e052effc8f47b65291e9,-33.3385,25.4622,2026-06-04T14:00:00Z,USER-0006,note,N
EVID-0227,ORG-0002,inspection,INSP-0027,note_evid-0227.txt,bd39726041332d2b4d6e7c8d3601a0c8d441b6f6f3de46677ea2b5b0fb266a50,-33.3262,25.4733,2026-06-04T17:00:00Z,USER-0007,note,N
EVID-0228,ORG-0003,inspection,INSP-0028,note_evid-0228.txt,ebb9a26f7690d1a34096609cfeb158c58151ddd62bf183e2df1ecececf568cde,-33.3139,25.4733,2026-06-04T20:00:00Z,USER-0008,note,N
EVID-0229,ORG-0004,inspection,INSP-0029,note_evid-0229.txt,6c466b2f5436050150b3976981fceda40c3eaac33a0cc2d0d5c217e1fe806d9c,-33.3016,25.4844,2026-06-04T23:00:00Z,USER-0009,note,N
EVID-0230,ORG-0005,incident,INC-0020,note_evid-0230.txt,86322796b63b552e950d5e9e8382830e7842b0373b88a8561403deec3e14bcb0,-33.2893,25.5399,2026-07-21T09:00:00Z,USER-0020,note,N
EVID-0231,ORG-0001,inspection,INSP-0031,note_evid-0231.txt,0f9d923c7d440f79432b42cdf4c38f7afb98953be5948fdfea2f143750a0f55a,-33.4000,25.4955,2026-06-05T05:00:00Z,USER-0011,note,N
EVID-0232,ORG-0002,inspection,INSP-0032,note_evid-0232.txt,112fc4554f83bd8564380cb66a93d7d15565f67e9335293a3675e4078ce8e5c6,-33.3877,25.4955,2026-06-05T08:00:00Z,USER-0012,note,N
EVID-0233,ORG-0003,inspection,INSP-0033,note_evid-0233.txt,5fa7d2cea206105dee8089989cd57f1770a19f267de1f7238b6ecfade1eec6b9,-33.3754,25.5066,2026-06-05T11:00:00Z,USER-0013,note,N
EVID-0234,ORG-0004,inspection,INSP-0034,note_evid-0234.txt,a114829fc9dfb0fbbb044dd702e8f6f3d21146a64249516b03de658d26745fe1,-33.3631,25.5066,2026-06-05T14:00:00Z,USER-0014,note,N
EVID-0235,ORG-0005,incident,INC-0025,note_evid-0235.txt,17092c0ed94527318d05976e50936370eb99612f471abe089f6cca47f836e221,-33.3508,25.4622,2026-07-26T09:00:00Z,USER-0005,note,N
EVID-0236,ORG-0001,inspection,INSP-0036,note_evid-0236.txt,1514919c020c1c1422d86ab70ae74ab5f97cc3f5524be641869ff4f730c655c5,-33.3385,25.5177,2026-06-05T20:00:00Z,USER-0016,note,N
EVID-0237,ORG-0002,inspection,INSP-0037,note_evid-0237.txt,0378dedc20abb223fc0ff6e41549a2954eaffaa8f14810dc0d52fe57876b86a0,-33.3262,25.5288,2026-06-05T23:00:00Z,USER-0017,note,N
EVID-0238,ORG-0003,inspection,INSP-0038,note_evid-0238.txt,73c88f95e71dd589165a6ec79aad17a39a57cf7fedbedc4c5f5a88c42e15014d,-33.3139,25.5288,2026-06-06T02:00:00Z,USER-0018,note,N
EVID-0239,ORG-0004,inspection,INSP-0039,note_evid-0239.txt,aa32dfa012b81c01bcac52b2b1626b22a879e958707b7cbd77357b9d16e75a25,-33.3016,25.5399,2026-06-06T05:00:00Z,USER-0019,note,N
EVID-0240,ORG-0005,incident,INC-0030,note_evid-0240.txt,c07aabd02b5f08544321b53be733e2c7be7905ff0a397342432ae82ee001c5ac,-33.2893,25.4844,2026-07-31T09:00:00Z,USER-0010,note,N
EVID-0241,ORG-0001,inspection,INSP-0041,note_evid-0241.txt,64dc25c8d1fd5a04aba0180dbbeb80d4219505bb5c61b644e8a941333c24f391,-33.4000,25.4400,2026-06-06T11:00:00Z,USER-0001,note,N
EVID-0242,ORG-0002,inspection,INSP-0042,note_evid-0242.txt,888cbec61123b7c94ea743c4375e3878a0b42dd5d2036bf76d899320adf050f4,-33.3877,25.4400,2026-06-06T14:00:00Z,USER-0002,note,N
