id,asset_id,inspector_id,date_time,score,notes,checklist_json,status
INSP-1001,ASSET-210,USER-INS-01,2026-08-01T09:15:00Z,72,Blockage and small cracks,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline""}",Completed
INSP-1124,ASSET-224,USER-INS-01,2026-07-16T22:00:00Z,59,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""damaged""}",Completed
INSP-1125,ASSET-225,USER-CTR-01,2026-08-08T16:00:00Z,57,Vegetation cleared; reinspect in 30 days,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1126,ASSET-226,USER-INS-01,2026-08-11T22:45:00Z,69,Partial blockage; schedule clean,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1127,ASSET-227,USER-CTR-01,2026-06-10T06:15:00Z,58,Joint sealant failed; fair condition,"{""drainage"":""clear"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1128,ASSET-228,USER-CTR-01,2026-08-23T04:45:00Z,74,Barrier damage; contractor to quote,"{""drainage"":""clear"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1129,ASSET-229,USER-INS-01,2026-08-23T08:30:00Z,50,Partial blockage; schedule clean,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1130,ASSET-230,USER-INS-01,2026-06-24T17:30:00Z,66,Barrier damage; contractor to quote,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1131,ASSET-231,USER-INS-01,2026-08-05T04:15:00Z,80,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""damaged""}",Draft
INSP-1132,ASSET-232,USER-CTR-01,2026-08-14T17:00:00Z,77,Routine inspection; no immediate action,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1133,ASSET-233,USER-CTR-01,2026-07-20T16:00:00Z,73,Routine inspection; no immediate action,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""damaged""}",Draft
INSP-1134,ASSET-234,USER-CTR-01,2026-06-16T07:45:00Z,54,Partial blockage; schedule clean,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1135,ASSET-235,USER-INS-01,2026-07-29T05:15:00Z,69,Partial blockage; schedule clean,"{""drainage"":""clear"",""structural_cracks"":""wide"",""scour"":""severe"",""safety_barrier"":""intact""}",Completed
INSP-1136,ASSET-236,USER-INS-01,2026-07-30T22:30:00Z,94,Vegetation cleared; reinspect in 30 days,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1137,ASSET-237,USER-CTR-01,2026-06-27T09:00:00Z,59,Vegetation cleared; reinspect in 30 days,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""missing""}",Completed
INSP-1138,ASSET-238,USER-INS-01,2026-07-25T05:15:00Z,76,Routine inspection; no immediate action,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1139,ASSET-239,USER-INS-01,2026-07-31T08:00:00Z,67,Scour at outlet; monitor after rain,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""damaged""}",Draft
INSP-1140,ASSET-240,USER-INS-01,2026-06-16T16:45:00Z,77,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""damaged""}",Follow-up
INSP-1141,ASSET-241,USER-INS-01,2026-07-26T03:45:00Z,80,Partial blockage; schedule clean,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""damaged""}",Follow-up
INSP-1142,ASSET-242,USER-INS-01,2026-08-26T09:15:00Z,50,Partial blockage; schedule clean,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1143,ASSET-243,USER-CTR-01,2026-08-02T09:30:00Z,66,Scour at outlet; monitor after rain,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""missing""}",Completed
INSP-1144,ASSET-244,USER-INS-01,2026-06-12T12:30:00Z,54,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""damaged""}",Completed
INSP-1145,ASSET-245,USER-CTR-01,2026-07-28T04:00:00Z,85,Vegetation cleared; reinspect in 30 days,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1146,ASSET-246,USER-INS-01,2026-06-23T07:00:00Z,67,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""intact""}",Completed
INSP-1147,ASSET-247,USER-CTR-01,2026-08-12T13:30:00Z,49,Barrier damage; contractor to quote,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""damaged""}",Follow-up
INSP-1148,ASSET-248,USER-INS-01,2026-07-04T01:15:00Z,56,Partial blockage; schedule clean,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1149,ASSET-249,USER-INS-01,2026-07-28T18:15:00Z,86,Scour at outlet; monitor after rain,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1150,ASSET-250,USER-CTR-01,2026-08-14T23:00:00Z,74,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1151,ASSET-201,USER-CTR-01,2026-07-11T05:15:00Z,67,Scour at outlet; monitor after rain,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""missing""}",Follow-up
INSP-1152,ASSET-202,USER-CTR-01,2026-07-19T09:45:00Z,80,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1153,ASSET-203,USER-INS-01,2026-06-10T04:45:00Z,71,Joint sealant failed; fair condition,"{""drainage"":""clear"",""structural_cracks"":""wide"",""scour"":""severe"",""safety_barrier"":""intact""}",Completed
INSP-1154,ASSET-204,USER-INS-01,2026-07-17T20:45:00Z,80,Partial blockage; schedule clean,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""damaged""}",Draft
INSP-1155,ASSET-205,USER-INS-01,2026-08-11T02:00:00Z,73,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""minor"",""safety_barrier"":""intact""}",Completed
INSP-1156,ASSET-206,USER-CTR-01,2026-07-25T16:00:00Z,93,Vegetation cleared; reinspect in 30 days,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1157,ASSET-207,USER-INS-01,2026-06-24T23:45:00Z,76,Joint sealant failed; fair condition,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1158,ASSET-208,USER-CTR-01,2026-08-12T12:00:00Z,97,Barrier damage; contractor to quote,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1159,ASSET-209,USER-INS-01,2026-06-12T00:00:00Z,79,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""missing""}",Completed
INSP-1160,ASSET-210,USER-INS-01,2026-07-21T00:45:00Z,48,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1161,ASSET-211,USER-CTR-01,2026-08-29T15:30:00Z,52,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""wide"",""scour"":""severe"",""safety_barrier"":""missing""}",Completed
INSP-1162,ASSET-212,USER-INS-01,2026-06-08T17:45:00Z,71,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""minor"",""safety_barrier"":""intact""}",Completed
INSP-1163,ASSET-213,USER-CTR-01,2026-07-28T00:15:00Z,50,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""intact""}",Draft
INSP-1164,ASSET-214,USER-INS-01,2026-08-21T23:15:00Z,56,Routine inspection; no immediate action,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1165,ASSET-215,USER-INS-01,2026-06-08T10:30:00Z,67,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""damaged""}",Completed
INSP-1166,ASSET-216,USER-CTR-01,2026-07-20T02:30:00Z,97,Routine inspection; no immediate action,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""intact""}",Completed
INSP-1167,ASSET-217,USER-CTR-01,2026-08-08T13:45:00Z,72,Barrier damage; contractor to quote,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1168,ASSET-218,USER-INS-01,2026-06-15T09:45:00Z,53,Scour at outlet; monitor after rain,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1169,ASSET-219,USER-CTR-01,2026-07-27T06:30:00Z,67,Scour at outlet; monitor after rain,"{""drainage"":""blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""intact""}",Completed
INSP-1170,ASSET-220,USER-INS-01,2026-08-16T14:00:00Z,94,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""missing""}",Follow-up
INSP-1171,ASSET-221,USER-CTR-01,2026-06-14T02:45:00Z,71,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1172,ASSET-222,USER-INS-01,2026-06-07T05:15:00Z,52,Partial blockage; schedule clean,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""damaged""}",Follow-up
INSP-1173,ASSET-223,USER-CTR-01,2026-06-27T11:45:00Z,71,Barrier damage; contractor to quote,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""intact""}",Completed
INSP-1174,ASSET-224,USER-INS-01,2026-07-24T22:30:00Z,63,Routine inspection; no immediate action,"{""drainage"":""clear"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1175,ASSET-225,USER-CTR-01,2026-07-15T23:30:00Z,93,Scour at outlet; monitor after rain,"{""drainage"":""clear"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""missing""}",Follow-up
INSP-1176,ASSET-226,USER-CTR-01,2026-07-05T10:00:00Z,56,Routine inspection; no immediate action,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""damaged""}",Follow-up
INSP-1177,ASSET-227,USER-INS-01,2026-07-30T14:00:00Z,83,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1178,ASSET-228,USER-CTR-01,2026-08-01T23:15:00Z,55,Partial blockage; schedule clean,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""minor"",""safety_barrier"":""intact""}",Completed
INSP-1179,ASSET-229,USER-CTR-01,2026-08-20T01:15:00Z,87,Routine inspection; no immediate action,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1180,ASSET-230,USER-CTR-01,2026-08-10T04:00:00Z,56,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""minor"",""safety_barrier"":""damaged""}",Completed
INSP-1181,ASSET-231,USER-CTR-01,2026-06-23T04:15:00Z,97,Partial blockage; schedule clean,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1182,ASSET-232,USER-CTR-01,2026-06-29T09:15:00Z,68,Vegetation cleared; reinspect in 30 days,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Draft
INSP-1183,ASSET-233,USER-INS-01,2026-07-04T19:30:00Z,56,Vegetation cleared; reinspect in 30 days,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""severe"",""safety_barrier"":""intact""}",Completed
INSP-1184,ASSET-234,USER-INS-01,2026-06-27T14:15:00Z,90,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1185,ASSET-235,USER-INS-01,2026-06-15T03:00:00Z,89,Joint sealant failed; fair condition,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1186,ASSET-236,USER-INS-01,2026-08-25T06:30:00Z,89,Barrier damage; contractor to quote,"{""drainage"":""partial_blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1187,ASSET-237,USER-CTR-01,2026-06-11T12:15:00Z,76,Scour at outlet; monitor after rain,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""damaged""}",Completed
INSP-1188,ASSET-238,USER-CTR-01,2026-07-25T18:30:00Z,73,Partial blockage; schedule clean,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""severe"",""safety_barrier"":""intact""}",Completed
INSP-1189,ASSET-239,USER-CTR-01,2026-06-22T04:30:00Z,76,Partial blockage; schedule clean,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""damaged""}",Follow-up
INSP-1190,ASSET-240,USER-CTR-01,2026-07-13T15:15:00Z,68,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""none"",""safety_barrier"":""intact""}",Completed
INSP-1191,ASSET-241,USER-INS-01,2026-08-25T09:30:00Z,79,Routine inspection; no immediate action,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Follow-up
INSP-1192,ASSET-242,USER-INS-01,2026-07-31T12:00:00Z,51,Barrier damage; contractor to quote,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""severe"",""safety_barrier"":""missing""}",Completed
INSP-1193,ASSET-243,USER-INS-01,2026-06-19T15:45:00Z,56,Barrier damage; contractor to quote,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""minor"",""safety_barrier"":""damaged""}",Completed
INSP-1194,ASSET-244,USER-CTR-01,2026-07-04T12:30:00Z,83,Barrier damage; contractor to quote,"{""drainage"":""clear"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1195,ASSET-245,USER-INS-01,2026-06-21T13:15:00Z,54,Scour at outlet; monitor after rain,"{""drainage"":""partial_blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""damaged""}",Completed
INSP-1196,ASSET-246,USER-CTR-01,2026-08-27T04:45:00Z,80,Routine inspection; no immediate action,"{""drainage"":""clear"",""structural_cracks"":""none"",""scour"":""none"",""safety_barrier"":""missing""}",Completed
INSP-1197,ASSET-247,USER-CTR-01,2026-08-28T22:45:00Z,57,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""minor"",""safety_barrier"":""missing""}",Completed
INSP-1198,ASSET-248,USER-INS-01,2026-07-22T08:30:00Z,80,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""hairline"",""scour"":""severe"",""safety_barrier"":""missing""}",Completed
INSP-1199,ASSET-249,USER-INS-01,2026-08-03T03:30:00Z,91,Routine inspection; no immediate action,"{""drainage"":""partial_blocked"",""structural_cracks"":""wide"",""scour"":""minor"",""safety_barrier"":""missing""}",Draft
INSP-1200,ASSET-250,USER-INS-01,2026-08-21T06:30:00Z,89,Joint sealant failed; fair condition,"{""drainage"":""blocked"",""structural_cracks"":""none"",""scour"":""severe"",""safety_barrier"":""intact""}",Completed
