id,action,entity_type,entity_id,timestamp,actor_id,prev_hash,current_hash,signature,notes
LGR-5061,create,asset,ASSET-236,2026-05-03T08:00:00Z,USER-MGR-01,sha256:3ec8c5ae48510323ff3557fd7ab6ad7daad27823ca3f06435de797d3194a13a1,sha256:724d9ecc8462d12cfd292ca379e1e82b409b8e6edf4cbdb97b1802f14abc9e3f,sig:nJ2GkNKmTepCZVhBCwt6EHswUGM7C/zdjYS99ZJwd4d8jvzd870rXJyMDSVe0K511Iz6YEo5FKl6gg+CN4myCg==,Seed asset
LGR-5062,create,asset,ASSET-237,2026-05-03T08:00:00Z,USER-MGR-01,sha256:724d9ecc8462d12cfd292ca379e1e82b409b8e6edf4cbdb97b1802f14abc9e3f,sha256:234d47c0fade24d610920ed90566813cc78f2ee9e470355566d968f60eea0619,sig:sI08z7mP+d1+3DxUlG3lgW01X3NtftW+PGrcNtg1UCYJqgMw8p1ScT/FkUBFQJXAfoM/31SPlASuz1SvdgaODg==,Seed asset
LGR-5063,create,asset,ASSET-238,2026-05-03T08:00:00Z,USER-MGR-01,sha256:234d47c0fade24d610920ed90566813cc78f2ee9e470355566d968f60eea0619,sha256:d5bf712e9801eaa61af5256c63a3e0425680fecca31b8836028f1118e28c7d2b,sig:pRuj1AbdEVKGuanmcfpl1dWyYOxjK/YF+ascO+iJgOpf/5QCjK/Rze2qjJCge4Yg7u58/pIVdB1dMNanrehGCA==,Seed asset
LGR-5064,create,asset,ASSET-239,2026-05-03T08:00:00Z,USER-MGR-01,sha256:d5bf712e9801eaa61af5256c63a3e0425680fecca31b8836028f1118e28c7d2b,sha256:f8abc197f5d04745235c0120a5422c0124ecf78078740063b970aa0516723c6c,sig:y+A8P+n5xdM0gJup7eU+gbaI+Sy7Y625PRi8EAK71txZnzOdqbwbwaZN05PApNrUrOGGVchLYBBe4M82Fk+cDg==,Seed asset
LGR-5065,create,asset,ASSET-240,2026-05-03T08:00:00Z,USER-MGR-01,sha256:f8abc197f5d04745235c0120a5422c0124ecf78078740063b970aa0516723c6c,sha256:0737ac24240cd70554e2e9e350500c4f69a762dc1e5ccdfd068c6ba31f680993,sig:VQw/9CvUMDZDqkqUK2p6CBjpPBFHrPhGAd1DbNOfHPwzRIz+U/ftpndiJhuOwbMqV7REULUyEdmIvDyH8fqLAw==,Seed asset
LGR-5066,create,asset,ASSET-241,2026-05-03T08:00:00Z,USER-MGR-01,sha256:0737ac24240cd70554e2e9e350500c4f69a762dc1e5ccdfd068c6ba31f680993,sha256:d1d17041cbe8ed524b4e62e0cccf98f899c316b63a62c70e36697690b3fcf2c9,sig:56pN0gqwNlI3LdNppblLiQjFgcxCJslwjBQppJBrmOoGoJej3HfofWrFmRgNdjpGTtjBWzTTI/LTANXz1OKSCQ==,Seed asset
LGR-5067,create,asset,ASSET-242,2026-05-03T08:00:00Z,USER-MGR-01,sha256:d1d17041cbe8ed524b4e62e0cccf98f899c316b63a62c70e36697690b3fcf2c9,sha256:86e6bc65f23ed541d8ff255bc41da9f57da9cd412b343d72153def3e5ffa732b,sig:grPKCFxK9HF48Tp3tteHrbM4bGSJ8pXa6Ic441iP77t667pV1uQfUrehhfQ5azVcv/DQ3sxyTFCecTT4+6afBA==,Seed asset
LGR-5068,create,asset,ASSET-243,2026-05-03T08:00:00Z,USER-MGR-01,sha256:86e6bc65f23ed541d8ff255bc41da9f57da9cd412b343d72153def3e5ffa732b,sha256:c549ab94243264325411beab300b56aa41348f7b53e22649b22c763b2fde9d1b,sig:XCcVd9mjHdXrA3OsOZU88roDlmjxqhUvNXuw4ANp6W0fwFDBnLshF0/o95Nu0SRDpVYwdV/JPhzglWFFEd85DQ==,Seed asset
LGR-5069,create,asset,ASSET-244,2026-05-03T08:00:00Z,USER-MGR-01,sha256:c549ab94243264325411beab300b56aa41348f7b53e22649b22c763b2fde9d1b,sha256:2bee4050ea266091d05d31153bdf57da3300845722ba84189fed06241077fe06,sig:slE9J8L03b2HwXqfh5ymmZ1DoQyliPK2wdIE08TBnUeBPD+CEBIGOpxwkQIgn7+k3WizoUzjCZGVCr4kvt4UDw==,Seed asset
LGR-5070,create,asset,ASSET-245,2026-05-03T08:00:00Z,USER-MGR-01,sha256:2bee4050ea266091d05d31153bdf57da3300845722ba84189fed06241077fe06,sha256:cd71b0bd17d5530fe01e9b067b344bac99211d87b2e8e8813ebe0a11c4ed07b2,sig:UcrcjkdRutXQFV5Vls8J2gSUBQYdM7nBnZfE33WLeY2eALjVHgMNYX8ircOBRT7PlF5ZwbjmWsX62rldiT/+BQ==,Seed asset
LGR-5071,create,asset,ASSET-246,2026-05-03T08:00:00Z,USER-MGR-01,sha256:cd71b0bd17d5530fe01e9b067b344bac99211d87b2e8e8813ebe0a11c4ed07b2,sha256:0ac8d3792316e87a60cb8f6d91904ae96005e93cadebae77c9c2e1d4afd0a2fb,sig:kyS2heUSQxNDMpEMgR6VkeMQYXI+RcZo7h7XsoaAxJoLFSm4J4uk+TWEsVUcMO0cmtJT1ZTnFRk2T64dwexrAQ==,Seed asset
LGR-5072,create,asset,ASSET-247,2026-05-03T08:00:00Z,USER-MGR-01,sha256:0ac8d3792316e87a60cb8f6d91904ae96005e93cadebae77c9c2e1d4afd0a2fb,sha256:e9aee187cbb764ce5ecfe31fe45a9634d605e81969fd6e8d9f2070329c8197a0,sig:6blUbRHpdaU4ZiuZYHaC4V+J7vaeFRdAC4hevBBnzKQWXG8BjIfRt3wHYAoNMN5IAvAQdkW+82NZNMczfTaaCQ==,Seed asset
LGR-5073,create,asset,ASSET-248,2026-05-03T08:00:00Z,USER-MGR-01,sha256:e9aee187cbb764ce5ecfe31fe45a9634d605e81969fd6e8d9f2070329c8197a0,sha256:aee4c295f54cc2849217b2c5ff3ef169cdac49ff5e0c21985bcef64e1848094c,sig:N9ircvo/ZlyKZRGk7sG5+IggBuHpIX1tqRyexSiATlfgz0fIiDrjjtv1K/o2wM2UjBTveJM1y7VPf/OLm48GAA==,Seed asset
LGR-5074,create,asset,ASSET-249,2026-05-03T08:00:00Z,USER-MGR-01,sha256:aee4c295f54cc2849217b2c5ff3ef169cdac49ff5e0c21985bcef64e1848094c,sha256:74b53a40a7b146ca3bdf4c0c7e3f64d70b1687277403b84beda72647667c5edf,sig:J981XG2YbnZyJDYWkYBkaQWW638OF52mNjgOZMQI4eL5ORJf5Vx5vU24d9vj3uavX1EyKjHG/RtKwdaksBecCQ==,Seed asset
LGR-5075,create,asset,ASSET-250,2026-05-03T08:00:00Z,USER-MGR-01,sha256:74b53a40a7b146ca3bdf4c0c7e3f64d70b1687277403b84beda72647667c5edf,sha256:5367accd43aff28c98cb8a6ee79e3b7fe327fb59f113243944bc113008c70de3,sig:YVyJT018hyL5IdeIN6FRfjLeHaV8NtDtu63pe1Yj+/ZHMaljzwQDtSGZddaEhWGxfE12xCPHRvEUppVXAjimBg==,Seed asset
LGR-5076,create,inspection,INSP-1029,2026-06-01T13:15:00Z,USER-INS-01,sha256:5367accd43aff28c98cb8a6ee79e3b7fe327fb59f113243944bc113008c70de3,sha256:861d9e338d0cef3c168a2c5dc99db7490669f0d77382576d14404b6b2875ba85,sig:X0v4jVDbIbcglCgoqGoBCNzPrXJh0pz7TlK2q40hXpJk2GIkbZzKJ8xqOiK8Yj8FcI658AQfkigPmx9boHTSCg==,Inspection captured
LGR-5077,create,evidence,EVID-0029,2026-06-01T13:28:00Z,USER-INS-01,sha256:861d9e338d0cef3c168a2c5dc99db7490669f0d77382576d14404b6b2875ba85,sha256:8594b398bafa0ae370f9d47333ad73fa458026df88323cdff8ba0b36754c1791,sig:23NXVVShDNi7dmZGKRUyxiJmZXdShu5bUAtzdwvCR1KHF4G3jYG8HwX+TgzJUAiI7Gyct4aae+1eY/aRhUx0Aw==,Evidence uploaded
LGR-5078,create,inspection,INSP-1017,2026-06-02T15:30:00Z,USER-INS-01,sha256:8594b398bafa0ae370f9d47333ad73fa458026df88323cdff8ba0b36754c1791,sha256:901028fa8c81445a720ac7c349fea64b6a2ba35c1d91bf7027e269786093490b,sig:biAhkgXaVs8esn/fRpptJ7NbwrKN/uNja291yAx1BT6zM+JmQDy7JqwVfneREGOido4x04q7TtbrhugAcpn/DA==,Inspection captured
LGR-5079,create,evidence,EVID-0017,2026-06-02T15:33:00Z,USER-INS-01,sha256:901028fa8c81445a720ac7c349fea64b6a2ba35c1d91bf7027e269786093490b,sha256:5c9fb13d8228e7cf6d27c350faab0a2a4612502d83199f446099395aa77b8532,sig:vM3Efe64iSpBiljY9Blq9eeUKLPhwUB18Cbsq3W1LC60erEgAqpNSzTEJ2fhkbgl6SKgu5g+NvwACN3nUZ2ZDA==,Evidence uploaded
LGR-5080,update,inspection,INSP-1017,2026-06-02T21:30:00Z,USER-MGR-01,sha256:5c9fb13d8228e7cf6d27c350faab0a2a4612502d83199f446099395aa77b8532,sha256:e9cc8d33166ce5d7f6db15b6063c784838e4a74f742f399d23e172280020018a,sig:aVYX3kxUFCLGovR9t8XQI0sdiRJ8iimrWEJ2yFYyGN6VurRPRm3MKf9EbmqWvw/Hvq14S8+g66GhOFz62VA8BQ==,Score / status update
LGR-5081,create,inspection,INSP-1057,2026-06-03T00:15:00Z,USER-CTR-01,sha256:e9cc8d33166ce5d7f6db15b6063c784838e4a74f742f399d23e172280020018a,sha256:f5ffe06ce70d1a0d95b38994c6dcd16b5449c66ba9028dc6409b1db91ea93912,sig:gC6m8E/Sxs9tkNe5LoZ8V5wCyBwqxlprH7kGkVjhUgmfA6CeZb3u7ihnTaepLSYTDxWQXht+uUSb921Iy1AbDw==,Inspection captured
LGR-5082,create,evidence,EVID-0057,2026-06-03T00:29:00Z,USER-CTR-01,sha256:f5ffe06ce70d1a0d95b38994c6dcd16b5449c66ba9028dc6409b1db91ea93912,sha256:6e6752a05ff6ebd9081282c06a58dd9972ee35ee2c581acc06f0d8a8019a5358,sig:ZbxZkGMMZIny30wwcylJizERUJvuFE0dy4rNmjSm6grID+2dlJgV9qX4HIxoOT95y4wXTmYIchSjdnKFaA/wDQ==,Evidence uploaded
LGR-5083,create,inspection,INSP-1074,2026-06-05T16:00:00Z,USER-INS-01,sha256:6e6752a05ff6ebd9081282c06a58dd9972ee35ee2c581acc06f0d8a8019a5358,sha256:a995c7a4bfb808d5306d3b892b135f2d9fd49e9ecd507903d16a8926f3d6804f,sig:tiE+HGwm/RqBt5XHPKH8yfE/X7BYiRC+QKADmDWqsgFlEiNKBtKPOwFSjC3/If8/G70RKbaUPoyAkRcgFe5nCw==,Inspection captured
LGR-5084,create,evidence,EVID-0074,2026-06-05T16:25:00Z,USER-INS-01,sha256:a995c7a4bfb808d5306d3b892b135f2d9fd49e9ecd507903d16a8926f3d6804f,sha256:394ca3cbfddbc67e5893a50e32147cb47419cd2a0cfaa038234e5ecff620f033,sig:5phWAfRq/KwTOCFq0P7yIk54ktcSHKDjJQJXaUzc/RQTLTwSjkVRhiIn9HHJUq2TC0KxXgVbA0yS2IcZUOFoAg==,Evidence uploaded
LGR-5085,create,inspection,INSP-1050,2026-06-05T16:30:00Z,USER-INS-01,sha256:394ca3cbfddbc67e5893a50e32147cb47419cd2a0cfaa038234e5ecff620f033,sha256:96ab3af82895e0fc76adf897dc80d5af0f27f385c42fbde106822d2da93a9d65,sig:y38MQxUQOvgfRgYDZTlkIfl3q7GfkTAHefb1A2e6QAFbL0GIEwhglCGvgZZqDcxVWDg/qwwielQ8aHSKvICkCA==,Inspection captured
LGR-5086,create,evidence,EVID-0050,2026-06-05T16:51:00Z,USER-INS-01,sha256:96ab3af82895e0fc76adf897dc80d5af0f27f385c42fbde106822d2da93a9d65,sha256:87f94e7a4fd2d5acb94881c352ccd0c6b849e744afa14b5ad1861aad22a667bc,sig:GSd5JhnibGb34JSm4BuVTlmib18UZ67M5+UJEc3IbuK6jv+bfOTRtlwg/Zfd63dHNFFFRsZWDV/Oghov+FWGBw==,Evidence uploaded
LGR-5087,create,inspection,INSP-1027,2026-06-06T00:00:00Z,USER-CTR-01,sha256:87f94e7a4fd2d5acb94881c352ccd0c6b849e744afa14b5ad1861aad22a667bc,sha256:7a1826cc32a2dcdab0212ee70ba8a0195e14944fcea0ad5392fca9c6bbfa858c,sig:UZqxczjO5Jpsr8F56xZW3uXHg+04HnQciUYZK7k7/sXZeFktYhEIsA53mllWhe2bpKMI0wyxLa+F3BzqbKe2CQ==,Inspection captured
LGR-5088,create,evidence,EVID-0027,2026-06-06T00:09:00Z,USER-CTR-01,sha256:7a1826cc32a2dcdab0212ee70ba8a0195e14944fcea0ad5392fca9c6bbfa858c,sha256:319221eadb21505bc9c122de3001885d9a1d7a9abad083f00dfd9dd03ae2cb8d,sig:yPAGX3Qf6KMrzODVKoLc08StdYhFJcMz/+DEfyDvnnOx7UIeMvjKE06E8mJXXcPPRJt9YIfl0UoonzrvxAkECw==,Evidence uploaded
LGR-5089,create,inspection,INSP-1108,2026-06-06T21:30:00Z,USER-CTR-01,sha256:319221eadb21505bc9c122de3001885d9a1d7a9abad083f00dfd9dd03ae2cb8d,sha256:35bcdc9da36423d23fb9ec6392435b7bbcf58d65b4f70a302abd5871392390fc,sig:n2VBuPKA1Gsd7qyoys2aa1rigmixALD1rahOGz9Bv6tmqJ/QKR3pb579egzmrhmLfv3tYmV7nmYkQfNq+jA6Dw==,Inspection captured
LGR-5090,create,evidence,EVID-0108,2026-06-06T21:42:00Z,USER-CTR-01,sha256:35bcdc9da36423d23fb9ec6392435b7bbcf58d65b4f70a302abd5871392390fc,sha256:b28b509b5c00271e823093827466715c4f43ebec0a870b6bad758c32c865821d,sig:nouIXOUdxkW6qC0VKRVZ6EV3XvD+2eqiHJsWPer7Y3d2D9fqpLH1idR5/bnjwyVJFV+1SPCduu54X4L6WfRrAw==,Evidence uploaded
LGR-5091,create,inspection,INSP-1090,2026-06-07T10:00:00Z,USER-INS-01,sha256:b28b509b5c00271e823093827466715c4f43ebec0a870b6bad758c32c865821d,sha256:09c05546568af7104fa0e477aaddc38dbc64f84d3a08254daaa7f4f7ccae88a8,sig:g3k7KBkP+GYwML0dVAivFxkpnflzlgD8nkyFYPuBIjQrLwsxk7R3T2kFXODlNIUXA5bDNxmqA4mM3UPGW2R1CA==,Inspection captured
LGR-5092,create,evidence,EVID-0090,2026-06-07T10:01:00Z,USER-INS-01,sha256:09c05546568af7104fa0e477aaddc38dbc64f84d3a08254daaa7f4f7ccae88a8,sha256:a3faa45407c35de053ef47210a9bedfabf9e7e8010cc7206d4abb5b290861e87,sig:bBJK/RbIdJTcyb9Z/Ph+mHNKKSrks8tL1408uYfZ9iK50DQhsSzvJTafbdiNHqhVub/V5uFAtFGFIZ+BrPeZCg==,Evidence uploaded
LGR-5093,create,inspection,INSP-1106,2026-06-07T15:30:00Z,USER-CTR-01,sha256:a3faa45407c35de053ef47210a9bedfabf9e7e8010cc7206d4abb5b290861e87,sha256:e1e20b571d90182e51249404298fa5ba017a7d1691177be473bf3cde9b2665e1,sig:C7PehPriogv+bSjTNNws6O/nGhiHyUWwWJzHBdIq15dhg9JXdafv3Klk/Clm8dxQIb23S3qSoUsyEo+tw3qUCg==,Inspection captured
LGR-5094,create,evidence,EVID-0106,2026-06-07T15:53:00Z,USER-CTR-01,sha256:e1e20b571d90182e51249404298fa5ba017a7d1691177be473bf3cde9b2665e1,sha256:7f8cc030172aa0905a5c3336bf1dcd3a6f391857292a72d30b1e1043bed42ea0,sig:zNZTMMjU8zKPflKh72QNgl4W036jo4jQF77c9DDml+seIwRk75oVtMm8/BeZK3Z3GUfwEl0cgEpyYNBLqYiRBQ==,Evidence uploaded
LGR-5095,create,inspection,INSP-1063,2026-06-09T01:00:00Z,USER-INS-01,sha256:7f8cc030172aa0905a5c3336bf1dcd3a6f391857292a72d30b1e1043bed42ea0,sha256:85f523fddf47aa61ed95d502a6c68fdf57603e7272927456b3670635f0dfa56f,sig:CrbHzrbjZwEi7i8npgQfyaPVEt3sfr8g8zka1Z4MIrYe+zFUfhnYDyfr3/Yw6AArVB7OA0lY4Y9GzCW0nNdCAw==,Inspection captured
LGR-5096,create,evidence,EVID-0063,2026-06-09T01:02:00Z,USER-INS-01,sha256:85f523fddf47aa61ed95d502a6c68fdf57603e7272927456b3670635f0dfa56f,sha256:67a5b68fe4164dbaed757a840b6b601df85959489a635b3e57c2070af134ecb9,sig:AbIzaqzHuF0FQN+2g+ocfkv4f5XOi0JrI71XA0cuzVWWeRlWLpalZ9vIOiI2/0BnE0GY9TmYwaxxp3FxTcwzAQ==,Evidence uploaded
LGR-5097,create,inspection,INSP-1037,2026-06-09T20:15:00Z,USER-CTR-01,sha256:67a5b68fe4164dbaed757a840b6b601df85959489a635b3e57c2070af134ecb9,sha256:af6455be66bbd6e25f5fad046014a397e3e19ad3fe1b7e427adde17b439721f5,sig:/bYZxjy++EWLFtCpxr65GGrx65EiLR9LpG8nOnczCAAEwK/6Ec73s9ETbhfbB0ypP5YddrzcBo8i9VjUP142DQ==,Inspection captured
LGR-5098,create,evidence,EVID-0037,2026-06-09T20:40:00Z,USER-CTR-01,sha256:af6455be66bbd6e25f5fad046014a397e3e19ad3fe1b7e427adde17b439721f5,sha256:303f70370903f042396f9ecf3570842aea76f536373e4f34653c6b1a623f776f,sig:WpxkGZ3tCSfGDkUnFdIk5GiVilPH7AZftE/bYMqZSyB1BrabBAkP0WkH8VsFdzHxoAdAgpXkZgd/ui1y6iraCw==,Evidence uploaded
LGR-5099,create,inspection,INSP-1012,2026-06-09T20:45:00Z,USER-INS-01,sha256:303f70370903f042396f9ecf3570842aea76f536373e4f34653c6b1a623f776f,sha256:5ce5d619dcd6532a72aa26fc72eb61c590c3cfc4ab41e5ea40c83a83f9d84ca8,sig:ykYGdirm1bG2A9I1qZOeKID0QXq2I8UMHyroPJWqyvtqYVGw1SGA7FGR3BM5iZRJKhzNK8lgjro9swaRwftwDg==,Inspection captured
LGR-5100,create,evidence,EVID-0012,2026-06-09T21:07:00Z,USER-INS-01,sha256:5ce5d619dcd6532a72aa26fc72eb61c590c3cfc4ab41e5ea40c83a83f9d84ca8,sha256:43a4c3baefb68cb8cbb861d24c30ed1a5400d3e6971f52a32c6ffcabb496c4da,sig:QaTjZgWvOA0JJMY8AOCmmU+wyHcdfKJ1/TdGGiJRXS8lqumBLTbMrcn5/kPGSIF/+1ssOXrNBoXcZAt13b6wBw==,Evidence uploaded
LGR-5101,create,inspection,INSP-1110,2026-06-09T22:30:00Z,USER-INS-01,sha256:43a4c3baefb68cb8cbb861d24c30ed1a5400d3e6971f52a32c6ffcabb496c4da,sha256:d0dfcd2885405c84e667aef08b22ca59dceb1e95a9ca220b3422ec7836e2087a,sig:W786s24mtpJZ2mXtE4CE11IHNI7f2BF8EJwa7uPN4GbKypG0LdHClzi7PHAgPJT4iZrXWFAqcsRi7Q3vmhtaBQ==,Inspection captured
LGR-5102,create,evidence,EVID-0110,2026-06-09T22:45:00Z,USER-INS-01,sha256:d0dfcd2885405c84e667aef08b22ca59dceb1e95a9ca220b3422ec7836e2087a,sha256:d53155cd8a90c5851eb185ebbfd1f624a9f5af7fe5313f54baf3880a15d9059c,sig:HFpVd3Y/GX4Amd6MxKwi+gmZlcQH5eDZ2n7pih018ntAI8ehRyshO8B7UkecYNN1KsNRm9S84k6FP6QYAXe4AA==,Evidence uploaded
LGR-5103,update,inspection,INSP-1012,2026-06-10T02:45:00Z,USER-MGR-01,sha256:d53155cd8a90c5851eb185ebbfd1f624a9f5af7fe5313f54baf3880a15d9059c,sha256:f58e997f70940cb5a38471c2a6adb969c9124494ee733e5b1f90d6b0630a6ac9,sig:MmYmvRq99Uu8pa7TJNIoR3VTMErGO4cBKDywmUAAqwpECRlLsHERLUiGW2nVT4YOjqtk3yfwiKvRnivaD4USAw==,Score / status update
LGR-5104,create,evidence,EVID-0127,2026-06-10T06:33:00Z,USER-CTR-01,sha256:f58e997f70940cb5a38471c2a6adb969c9124494ee733e5b1f90d6b0630a6ac9,sha256:9139a39f3e4b39532b5e59f4b1cce85003ac68112619f4a9abc51d8620b4fd24,sig:vgs8cDuyZoyGFnjukIhrlO2Y2QIbKo9VhxK2i7elhJViuJLIOTZKbJxerWg5vfyRFDFz3DYxjlUnbvPKkt9ZDw==,Evidence uploaded
LGR-5105,create,incident,INC-321,2026-06-11T17:00:00Z,USER-MGR-01,sha256:9139a39f3e4b39532b5e59f4b1cce85003ac68112619f4a9abc51d8620b4fd24,sha256:3fd39ec37c3f2a46ff1f737c26516d7aa6d760e2d7d0a3301d0406656bb629de,sig:xKLu6WMW4JgE0jt+yezc4V4LeNyyNSIdcqCgD72UhMBw617GEOgRnRsNI1FWoY8e521t9g13VV2HLImb7E7kAQ==,Incident logged
LGR-5106,create,inspection,INSP-1041,2026-06-12T06:45:00Z,USER-CTR-01,sha256:3fd39ec37c3f2a46ff1f737c26516d7aa6d760e2d7d0a3301d0406656bb629de,sha256:3b22ba014eb3c05df8f8bc4a8f479317c97bdd0b2310feaf84a85bcace4838f7,sig:9k742o9Se52E6iugvE/XGEKaBGd8reWmXhnuKKvH2WXlaryEXuVSmmyB5Xz3W1uwOA1iFV0A8NiIzuRmU3vpAQ==,Inspection captured
LGR-5107,create,evidence,EVID-0041,2026-06-12T07:00:00Z,USER-CTR-01,sha256:3b22ba014eb3c05df8f8bc4a8f479317c97bdd0b2310feaf84a85bcace4838f7,sha256:c829e82fde1a6db975cbf2ba99827fe15ef34ea3c62d21796202622339ade0c8,sig:L2s/3d2OWfLdBx/Ksu5Pkenst4PbyT0aODk3ooiNYnLqkr1gWDVBcxG88MQhXJAj0t5TR3tfLszXdJlv8c5QBQ==,Evidence uploaded
LGR-5108,create,evidence,EVID-0144,2026-06-12T12:35:00Z,USER-INS-01,sha256:c829e82fde1a6db975cbf2ba99827fe15ef34ea3c62d21796202622339ade0c8,sha256:b47c7451bc706478efd5ac3d5107add854ddd558226ae840aaa315b2cfde2915,sig:tafSS0YuMkGu3HTzQmf6ijE3uhxxxtLEKxdlizI+K4USLvKuVzZhO9ENgPeNklsiYVsM6cNFW0qU3OIExEGBCg==,Evidence uploaded
LGR-5109,create,inspection,INSP-1013,2026-06-12T21:15:00Z,USER-INS-01,sha256:b47c7451bc706478efd5ac3d5107add854ddd558226ae840aaa315b2cfde2915,sha256:97ef1b65115b431b71c5c4f84df57d7089d0c7142acfcd2c10dd9944bd811665,sig:fd8vv3FFcZ29ICyYTBeFknO+5l6p4kkl5mkzkAHMx25a3Imf51/2p+qFmTxHdNGdljPrZUVXU4V7M58VSvSdAA==,Inspection captured
LGR-5110,create,evidence,EVID-0013,2026-06-12T21:24:00Z,USER-INS-01,sha256:97ef1b65115b431b71c5c4f84df57d7089d0c7142acfcd2c10dd9944bd811665,sha256:6419492cb09406e216ea8e27c747c6dc04a463cce9f29b116ca339b3f9b51f7f,sig:03U1XXTc9/ZnjCTBjv5r0umaZlPTfjU+pegbeqHi14gejehAn4Us382JFIJ8xy1PPbm7ePEF5kZ1fSNwhzDdDg==,Evidence uploaded
LGR-5111,create,inspection,INSP-1052,2026-06-13T01:30:00Z,USER-CTR-01,sha256:6419492cb09406e216ea8e27c747c6dc04a463cce9f29b116ca339b3f9b51f7f,sha256:b39f8b0b7b9e811e506d735bf4814caf98598b3fcbf586e73e409d7fa2ef14c9,sig:HqYyUz2NvT/mi9aFhsCgLoFteoiPPxTM2Z1c3RTAKQ3mGIsFA1I+ud1geP6mzOBufe7BDzF2jucOcTVEUiUBAA==,Inspection captured
LGR-5112,create,evidence,EVID-0052,2026-06-13T01:49:00Z,USER-CTR-01,sha256:b39f8b0b7b9e811e506d735bf4814caf98598b3fcbf586e73e409d7fa2ef14c9,sha256:1b2d6a1effb4c25d3a79aa70e7e825ecf5fb4fb40130056a72f7f2a41efe11e2,sig:EKx+YiMpzWRXmDF4RMRBD+dbLbKTcZWYkkBgRKIjR5PZtMeTBF+aqtcSe8ASCJYtWh67VSDlfxBcUi+WHGcoDQ==,Evidence uploaded
LGR-5113,update,inspection,INSP-1013,2026-06-13T03:15:00Z,USER-MGR-01,sha256:1b2d6a1effb4c25d3a79aa70e7e825ecf5fb4fb40130056a72f7f2a41efe11e2,sha256:f9f630e787a3fc2519bb21793c2fe936bf99f4dfbca94db247ff4e329206966c,sig:SgAWmhP7fEvK6LC+DppAXNvfUrHFwnDjBtgMNgUiqC9aK3FWFue8vWFBbUAStQ3Hpjc91r+MlO+N9lPPUvVnCw==,Score / status update
LGR-5114,create,inspection,INSP-1004,2026-06-13T09:15:00Z,USER-CTR-01,sha256:f9f630e787a3fc2519bb21793c2fe936bf99f4dfbca94db247ff4e329206966c,sha256:f800cbd78d74bb41af7acdc4d7e0f6d40bf381611534b6a210b79a496e17969d,sig:/UwLUVTOzV+/N4BEUiIYcxnQSo+4DcO+8h22IxodpwdD0x4ePHU6lXvAOvpCv/dAieNkdpgSAkB5b/YYxE0wAQ==,Inspection captured
LGR-5115,create,evidence,EVID-0004,2026-06-13T09:35:00Z,USER-CTR-01,sha256:f800cbd78d74bb41af7acdc4d7e0f6d40bf381611534b6a210b79a496e17969d,sha256:e311bdb942637ee2e79e3c2bde2612b902aaacbaf3c613dd589fe34f71addcb8,sig:hIDnOym6Qky4P2fy6gTlFvpWmwEzDACEt5QVjyRgGbP8DYjmKW8/GV6BjGrZqt8QVbPa0ZBZBHmTwbI6YGPSBQ==,Evidence uploaded
LGR-5116,update,inspection,INSP-1004,2026-06-13T15:15:00Z,USER-MGR-01,sha256:e311bdb942637ee2e79e3c2bde2612b902aaacbaf3c613dd589fe34f71addcb8,sha256:7c2a29ab9899a8495bb8cd5214639a2430e56ae8666cdc3c1761fbbeeea3626a,sig:LXFQgkLjHS/puPuC5LF0tkOfonSfH9BLoxrNesbXsYMMF7b8UWPXjoZKvJpJyu8gSvQh5+40z4Y1Pb0m4TG7DQ==,Score / status update
LGR-5117,create,inspection,INSP-1035,2026-06-13T17:45:00Z,USER-CTR-01,sha256:7c2a29ab9899a8495bb8cd5214639a2430e56ae8666cdc3c1761fbbeeea3626a,sha256:7c16109ceabb0087c0cceeb06679c1b13b2ea5c5e2a5f11d43d77674c1c9ee4a,sig:1Q0DRGaMnDDXCDx0fAXQAY4AuQOd7SgKWl5IiPCNcUMlifXLswwn8YClSioNo7tQ3ZN3fmmx+xBK2TfwiujBDA==,Inspection captured
LGR-5118,create,evidence,EVID-0035,2026-06-13T17:58:00Z,USER-CTR-01,sha256:7c16109ceabb0087c0cceeb06679c1b13b2ea5c5e2a5f11d43d77674c1c9ee4a,sha256:e7cc1ea870ac78a0f86cb7ebcca6d521376ad5af93982466c5117b8fce56fea0,sig:4fx72FQ6mSnsuIT4lMNA9l4Gn6206BnSw6P71ohCTYdK5dhpRzVSwOTmj4hEay/oqBjY2QVqflput10EwlH0Cw==,Evidence uploaded
LGR-5119,create,inspection,INSP-1021,2026-06-14T03:15:00Z,USER-INS-01,sha256:e7cc1ea870ac78a0f86cb7ebcca6d521376ad5af93982466c5117b8fce56fea0,sha256:66621d26e7df7e88e0376258a011df6a3b2da6a0817e2d9cadf6b81a491cc220,sig:Plw3eNr2nb4KBl6nBgLSi8rCrGcHRJ4r7FM/nZPtW+bVopsyhyfgR3MErLqnYGhGPVo8myiTK2guz9Y6wMOkAw==,Inspection captured
LGR-5120,create,inspection,INSP-1102,2026-06-14T03:15:00Z,USER-CTR-01,sha256:66621d26e7df7e88e0376258a011df6a3b2da6a0817e2d9cadf6b81a491cc220,sha256:4c9eaa6b9f02aec739e1f7894306b6e069caefdb34098f2e3d6e7fc1fddae013,sig:AhBtfpW+xWn25mdsFJVx0G52yB0J4exIc6ZaUvZ7e63mYSkiuE5iMwo2v//H3rlm4L/c2Gl75se4yfAFu9KXDw==,Inspection captured
